user_id,product_id,product_category,action,timestamp,session_id,segment,device,referrer,duration_seconds,scroll_depth,price,quantity,coupon_used
user_248,30,clothes,click,2024-01-16 08:34:39,sess_user_248_1,brand_loyal,desktop,direct,6,0,5262000,0,False
user_248,3,book,add_to_cart,2024-01-16 08:35:09,sess_user_248_1,brand_loyal,desktop,direct,10,0,248000,1,False
user_248,3,book,view,2024-01-16 08:36:12,sess_user_248_1,brand_loyal,desktop,direct,24,35,250000,0,False
user_248,3,book,click,2024-01-16 08:37:25,sess_user_248_1,brand_loyal,desktop,direct,8,0,388000,0,False
user_443,42,electronics,purchase,2024-01-17 22:46:00,sess_user_443_1,loyal_customer,mobile,email,71,0,5521000,3,False
user_443,13,book,add_to_cart,2024-01-17 22:48:18,sess_user_443_1,loyal_customer,mobile,email,15,0,216000,1,False
user_443,33,clothes,add_to_cart,2024-01-17 22:49:31,sess_user_443_1,loyal_customer,mobile,email,14,0,3352000,1,False
user_443,44,electronics,purchase,2024-01-17 22:50:55,sess_user_443_1,loyal_customer,mobile,email,131,0,9257000,2,False
user_443,35,clothes,search,2024-01-17 22:54:40,sess_user_443_1,loyal_customer,mobile,email,19,0,2805000,0,False
user_443,51,electronics,purchase,2024-01-17 22:56:31,sess_user_443_1,loyal_customer,mobile,email,76,0,6530000,2,False
user_504,22,book,add_to_cart,2024-01-18 17:19:00,sess_user_504_1,loyal_customer,tablet,direct,4,0,130000,1,False
user_504,26,book,click,2024-01-18 17:19:48,sess_user_504_1,loyal_customer,tablet,direct,8,0,200000,0,False
user_504,47,electronics,click,2024-01-18 17:20:16,sess_user_504_1,loyal_customer,tablet,direct,11,0,9194000,0,False
user_504,38,clothes,view,2024-01-18 17:22:18,sess_user_504_1,loyal_customer,tablet,direct,28,76,3578000,0,False
user_504,19,book,add_to_cart,2024-01-18 17:23:18,sess_user_504_1,loyal_customer,tablet,direct,1,0,223000,1,False
user_504,19,book,purchase,2024-01-18 17:23:40,sess_user_504_1,loyal_customer,tablet,direct,38,0,199000,1,False
user_296,18,book,search,2024-01-19 11:48:00,sess_user_296_1,loyal_customer,mobile,organic_search,11,0,348000,0,False
user_296,44,electronics,purchase,2024-01-19 11:48:48,sess_user_296_1,loyal_customer,mobile,organic_search,159,0,5863000,1,False
user_296,38,clothes,search,2024-01-19 11:52:43,sess_user_296_1,loyal_customer,mobile,organic_search,24,0,4216000,0,False
user_296,39,electronics,search,2024-01-19 11:54:20,sess_user_296_1,loyal_customer,mobile,organic_search,8,0,16010000,0,False
user_296,18,book,add_to_cart,2024-01-19 11:55:49,sess_user_296_1,loyal_customer,mobile,organic_search,2,0,212000,1,False
user_251,19,book,view,2024-01-19 14:23:00,sess_user_251_1,researcher,desktop,organic_search,101,77,145000,0,False
user_251,19,book,add_to_cart,2024-01-19 14:26:16,sess_user_251_1,researcher,desktop,organic_search,13,0,297000,1,False
user_251,48,electronics,view,2024-01-19 14:27:27,sess_user_251_1,researcher,desktop,organic_search,68,69,8913000,0,False
user_251,31,clothes,click,2024-01-19 14:28:45,sess_user_251_1,researcher,desktop,organic_search,13,0,1769000,0,False
user_251,44,electronics,search,2024-01-19 14:30:51,sess_user_251_1,researcher,desktop,organic_search,32,0,6914000,0,False
user_251,19,book,view,2024-01-19 14:32:11,sess_user_251_1,researcher,desktop,organic_search,84,77,219000,0,False
user_251,3,book,click,2024-01-19 14:34:08,sess_user_251_1,researcher,desktop,organic_search,8,0,239000,0,False
user_336,49,electronics,search,2024-01-19 18:00:00,sess_user_336_1,researcher,desktop,email,35,0,12488000,0,False
user_336,49,electronics,add_to_cart,2024-01-19 18:01:40,sess_user_336_1,researcher,desktop,email,20,0,11286000,1,False
user_336,16,book,search,2024-01-19 18:02:26,sess_user_336_1,researcher,desktop,email,38,0,250000,0,False
user_336,45,electronics,add_to_cart,2024-01-19 18:03:57,sess_user_336_1,researcher,desktop,email,11,0,14426000,1,False
user_336,49,electronics,view,2024-01-19 18:04:30,sess_user_336_1,researcher,desktop,email,69,69,4879000,0,False
user_283,7,book,view,2024-01-19 19:19:00,sess_user_283_1,price_sensitive,desktop,recommendation,59,54,334000,0,False
user_283,3,book,search,2024-01-19 19:21:16,sess_user_283_1,price_sensitive,desktop,recommendation,23,0,210000,0,False
user_283,43,electronics,price_check,2024-01-19 19:23:31,sess_user_283_1,price_sensitive,desktop,recommendation,22,0,5527000,0,False
user_283,13,book,click,2024-01-19 19:24:24,sess_user_283_1,price_sensitive,desktop,recommendation,6,0,450000,0,False
user_283,6,book,price_check,2024-01-19 19:25:28,sess_user_283_1,price_sensitive,desktop,recommendation,20,0,174000,0,False
user_048,32,clothes,view,2024-01-19 20:27:00,sess_user_048_2,price_sensitive,mobile,direct,71,51,2553000,0,False
user_048,21,book,click,2024-01-19 20:28:34,sess_user_048_2,price_sensitive,mobile,direct,14,0,368000,0,False
user_048,40,electronics,view,2024-01-19 20:30:31,sess_user_048_2,price_sensitive,mobile,direct,42,56,6511000,0,False
user_048,21,book,click,2024-01-19 20:32:26,sess_user_048_2,price_sensitive,mobile,direct,4,0,212000,0,False
user_048,22,book,purchase,2024-01-19 20:33:27,sess_user_048_2,price_sensitive,mobile,direct,187,0,369000,1,False
user_048,5,book,view,2024-01-19 20:37:02,sess_user_048_2,price_sensitive,mobile,direct,81,60,316000,0,False
user_048,13,book,purchase,2024-01-19 20:39:42,sess_user_048_2,price_sensitive,mobile,direct,111,0,307000,2,False
user_048,25,book,remove_from_cart,2024-01-19 20:41:58,sess_user_048_2,price_sensitive,mobile,direct,12,0,344000,0,False
user_001,6,book,view,2024-01-19 21:15:00,sess_user_001_1,window_shopper,desktop,direct,86,68,331000,0,False
user_001,3,book,view,2024-01-19 21:17:47,sess_user_001_1,window_shopper,desktop,direct,117,67,243000,0,False
user_001,6,book,click,2024-01-19 21:20:22,sess_user_001_1,window_shopper,desktop,direct,16,0,346000,0,False
user_001,28,book,search,2024-01-19 21:22:25,sess_user_001_1,window_shopper,desktop,direct,19,0,319000,0,False
user_001,22,book,view,2024-01-19 21:23:29,sess_user_001_1,window_shopper,desktop,direct,57,64,287000,0,False
user_001,28,book,view,2024-01-19 21:24:49,sess_user_001_1,window_shopper,desktop,direct,14,49,217000,0,False
user_001,3,book,view,2024-01-19 21:26:30,sess_user_001_1,window_shopper,desktop,direct,41,73,192000,0,False
user_452,41,electronics,purchase,2024-01-20 09:04:00,sess_user_452_1,gift_buyer,desktop,organic_search,93,0,8888000,2,False
user_452,48,electronics,view,2024-01-20 09:04:00,sess_user_452_2,gift_buyer,desktop,email,99,46,8098000,0,False
user_452,9,book,view,2024-01-20 09:05:58,sess_user_452_2,gift_buyer,desktop,email,61,32,180000,0,False
user_452,41,electronics,add_to_cart,2024-01-20 09:06:29,sess_user_452_1,gift_buyer,desktop,organic_search,11,0,7898000,1,False
user_452,33,clothes,add_to_cart,2024-01-20 09:07:14,sess_user_452_2,gift_buyer,desktop,email,8,0,4076000,2,False
user_452,7,book,review_read,2024-01-20 09:08:38,sess_user_452_1,gift_buyer,desktop,organic_search,255,64,311000,0,False
user_452,48,electronics,review_read,2024-01-20 09:09:18,sess_user_452_2,gift_buyer,desktop,email,123,70,12180000,0,False
user_452,9,book,add_to_cart,2024-01-20 09:12:36,sess_user_452_2,gift_buyer,desktop,email,4,0,128000,2,False
user_452,12,book,purchase,2024-01-20 09:14:24,sess_user_452_1,gift_buyer,desktop,organic_search,174,0,251000,3,False
user_452,14,book,search,2024-01-20 09:17:47,sess_user_452_1,gift_buyer,desktop,organic_search,27,0,278000,0,False
user_114,10,book,purchase,2024-01-21 18:07:00,sess_user_114_1,researcher,mobile,paid_search,134,0,253000,1,False
user_114,34,clothes,price_check,2024-01-21 18:11:09,sess_user_114_1,researcher,mobile,paid_search,42,0,2325000,0,False
user_114,47,electronics,search,2024-01-21 18:13:13,sess_user_114_1,researcher,mobile,paid_search,26,0,6585000,0,False
user_114,41,electronics,view,2024-01-21 18:13:53,sess_user_114_1,researcher,mobile,paid_search,118,74,15213000,0,False
user_114,7,book,price_check,2024-01-21 18:17:44,sess_user_114_1,researcher,mobile,paid_search,57,0,257000,0,False
user_114,28,book,price_check,2024-01-21 18:19:34,sess_user_114_1,researcher,mobile,paid_search,26,0,127000,0,False
user_114,17,book,view,2024-01-21 18:21:01,sess_user_114_1,researcher,mobile,paid_search,41,61,428000,0,False
user_001,37,clothes,click,2024-01-21 21:15:00,sess_user_001_2,window_shopper,desktop,email,4,0,4885000,0,False
user_001,6,book,add_to_cart,2024-01-21 21:15:38,sess_user_001_2,window_shopper,desktop,email,14,0,270000,1,False
user_001,25,book,search,2024-01-21 21:16:12,sess_user_001_2,window_shopper,desktop,email,12,0,218000,0,False
user_055,39,electronics,purchase,2024-01-21 22:57:00,sess_user_055_1,impulse_buyer,mobile,recommendation,36,0,10985000,1,False
user_055,52,electronics,click,2024-01-21 22:59:30,sess_user_055_1,impulse_buyer,mobile,recommendation,6,0,14943000,0,False
user_055,49,electronics,view,2024-01-21 23:00:54,sess_user_055_1,impulse_buyer,mobile,recommendation,55,16,13221000,0,False
user_055,39,electronics,add_to_cart,2024-01-21 23:02:58,sess_user_055_1,impulse_buyer,mobile,recommendation,1,0,7998000,1,False
user_055,30,clothes,purchase,2024-01-21 23:03:48,sess_user_055_1,impulse_buyer,mobile,recommendation,90,0,5500000,1,False
user_055,46,electronics,search,2024-01-21 23:05:46,sess_user_055_1,impulse_buyer,mobile,recommendation,36,0,11314000,0,False
user_248,49,electronics,purchase,2024-01-22 08:29:00,sess_user_248_2,brand_loyal,desktop,social,1,0,6171000,1,False
user_248,39,electronics,add_to_cart,2024-01-22 08:30:48,sess_user_248_2,brand_loyal,desktop,social,7,0,9138000,1,False
user_248,50,electronics,purchase,2024-01-22 08:31:35,sess_user_248_2,brand_loyal,desktop,social,106,0,8767000,3,False
user_248,50,electronics,click,2024-01-22 08:34:16,sess_user_248_2,brand_loyal,desktop,social,9,0,6669000,0,False
user_248,25,book,purchase,2024-01-22 08:34:54,sess_user_248_2,brand_loyal,desktop,social,160,0,307000,3,False
user_248,50,electronics,click,2024-01-22 08:38:28,sess_user_248_2,brand_loyal,desktop,social,6,0,16022000,0,False
user_136,31,clothes,add_to_cart,2024-01-22 12:44:00,sess_user_136_1,loyal_customer,desktop,direct,1,0,1743000,1,False
user_136,46,electronics,view,2024-01-22 12:44:22,sess_user_136_1,loyal_customer,desktop,direct,99,46,6832000,0,False
user_136,2,book,review_read,2024-01-22 12:47:31,sess_user_136_1,loyal_customer,desktop,direct,1,65,244000,0,False
user_136,2,book,purchase,2024-01-22 12:48:12,sess_user_136_1,loyal_customer,desktop,direct,143,0,162000,1,False
user_136,44,electronics,add_to_cart,2024-01-22 12:52:34,sess_user_136_1,loyal_customer,desktop,direct,1,0,10713000,1,False
user_084,16,book,purchase,2024-01-22 16:50:00,sess_user_084_1,brand_loyal,mobile,social,131,0,450000,1,False
user_084,5,book,view,2024-01-22 16:53:41,sess_user_084_1,brand_loyal,mobile,social,1,57,330000,0,False
user_084,14,book,view,2024-01-22 16:54:16,sess_user_084_1,brand_loyal,mobile,social,55,56,167000,0,False
user_084,4,book,view,2024-01-22 16:55:37,sess_user_084_1,brand_loyal,mobile,social,59,48,122000,0,False
user_129,5,book,remove_from_cart,2024-01-22 17:44:00,sess_user_129_1,price_sensitive,mobile,email,8,0,141000,0,False
user_129,23,book,view,2024-01-22 17:44:40,sess_user_129_1,price_sensitive,mobile,email,37,57,450000,0,False
user_129,43,electronics,view,2024-01-22 17:45:46,sess_user_129_1,price_sensitive,mobile,email,63,55,12769000,0,False
user_073,10,book,view,2024-01-22 20:54:00,sess_user_073_1,impulse_buyer,desktop,social,29,42,279000,0,False
user_073,28,book,add_to_cart,2024-01-22 20:55:39,sess_user_073_1,impulse_buyer,desktop,social,4,0,286000,2,False
user_073,51,electronics,remove_from_cart,2024-01-22 20:56:49,sess_user_073_1,impulse_buyer,desktop,social,8,0,4464000,0,False
user_073,51,electronics,click,2024-01-22 20:58:21,sess_user_073_1,impulse_buyer,desktop,social,9,0,8133000,0,False
user_073,51,electronics,click,2024-01-22 20:58:46,sess_user_073_1,impulse_buyer,desktop,social,6,0,13911000,0,False
user_073,39,electronics,search,2024-01-22 20:59:55,sess_user_073_1,impulse_buyer,desktop,social,1,0,7137000,0,False
user_073,51,electronics,add_to_cart,2024-01-22 21:01:39,sess_user_073_1,impulse_buyer,desktop,social,6,0,6954000,1,False
user_073,51,electronics,add_to_cart,2024-01-22 21:03:00,sess_user_073_1,impulse_buyer,desktop,social,18,0,6778000,1,False
user_452,48,electronics,remove_from_cart,2024-01-23 09:04:00,sess_user_452_3,gift_buyer,desktop,paid_search,7,0,5512000,0,False
user_452,40,electronics,click,2024-01-23 09:05:30,sess_user_452_3,gift_buyer,desktop,paid_search,3,0,11183000,0,False
user_452,11,book,search,2024-01-23 09:06:07,sess_user_452_3,gift_buyer,desktop,paid_search,27,0,348000,0,False
user_452,4,book,search,2024-01-23 09:07:38,sess_user_452_3,gift_buyer,desktop,paid_search,29,0,408000,0,False
user_452,22,book,view,2024-01-23 09:09:37,sess_user_452_3,gift_buyer,desktop,paid_search,1,70,219000,0,False
user_452,3,book,purchase,2024-01-23 09:10:57,sess_user_452_3,gift_buyer,desktop,paid_search,100,0,321000,1,False
user_062,10,book,view,2024-01-23 19:27:00,sess_user_062_1,price_sensitive,desktop,recommendation,122,56,195000,0,False
user_062,10,book,search,2024-01-23 19:30:06,sess_user_062_1,price_sensitive,desktop,recommendation,25,0,105000,0,False
user_062,10,book,search,2024-01-23 19:31:38,sess_user_062_1,price_sensitive,desktop,recommendation,21,0,296000,0,False
user_062,9,book,price_check,2024-01-23 19:33:37,sess_user_062_1,price_sensitive,desktop,recommendation,41,0,185000,0,False
user_062,10,book,click,2024-01-23 19:35:13,sess_user_062_1,price_sensitive,desktop,recommendation,9,0,191000,0,False
user_062,27,book,purchase,2024-01-23 19:35:34,sess_user_062_1,price_sensitive,desktop,recommendation,156,0,193000,2,False
user_062,37,clothes,remove_from_cart,2024-01-23 19:38:23,sess_user_062_1,price_sensitive,desktop,recommendation,7,0,2064000,0,False
user_249,43,electronics,price_check,2024-01-23 22:48:00,sess_user_249_1,price_sensitive,mobile,direct,53,0,9869000,0,False
user_249,25,book,price_check,2024-01-23 22:49:43,sess_user_249_1,price_sensitive,mobile,direct,11,0,237000,0,False
user_249,11,book,price_check,2024-01-23 22:51:36,sess_user_249_1,price_sensitive,mobile,direct,34,0,271000,0,False
user_249,12,book,add_to_cart,2024-01-23 22:53:57,sess_user_249_1,price_sensitive,mobile,direct,6,0,149000,2,False
user_331,2,book,add_to_cart,2024-01-24 10:15:00,sess_user_331_1,loyal_customer,tablet,direct,23,0,286000,1,False
user_331,34,clothes,view,2024-01-24 10:15:58,sess_user_331_1,loyal_customer,tablet,direct,1,48,3025000,0,False
user_331,34,clothes,view,2024-01-24 10:17:17,sess_user_331_1,loyal_customer,tablet,direct,104,67,2118000,0,False
user_331,30,clothes,click,2024-01-24 10:20:28,sess_user_331_1,loyal_customer,tablet,direct,16,0,2893000,0,False
user_331,18,book,click,2024-01-24 10:20:55,sess_user_331_1,loyal_customer,tablet,direct,12,0,176000,0,False
user_331,4,book,price_check,2024-01-24 10:21:32,sess_user_331_1,loyal_customer,tablet,direct,1,0,161000,0,False
user_331,23,book,add_to_cart,2024-01-24 10:22:39,sess_user_331_1,loyal_customer,tablet,direct,1,0,450000,2,False
user_504,42,electronics,view,2024-01-24 17:19:00,sess_user_504_2,loyal_customer,tablet,direct,45,59,10025000,0,False
user_504,46,electronics,add_to_cart,2024-01-24 17:19:59,sess_user_504_2,loyal_customer,tablet,direct,17,0,11433000,1,False
user_504,7,book,click,2024-01-24 17:21:08,sess_user_504_2,loyal_customer,tablet,direct,9,0,283000,0,False
user_504,29,clothes,purchase,2024-01-24 17:21:27,sess_user_504_2,loyal_customer,tablet,direct,172,0,2618000,1,False
user_504,9,book,view,2024-01-24 17:25:47,sess_user_504_2,loyal_customer,tablet,direct,40,32,382000,0,False
user_504,44,electronics,price_check,2024-01-24 17:26:57,sess_user_504_2,loyal_customer,tablet,direct,21,0,18000000,0,False
user_504,33,clothes,click,2024-01-24 17:27:58,sess_user_504_2,loyal_customer,tablet,direct,5,0,3017000,0,False
user_504,44,electronics,click,2024-01-24 17:29:48,sess_user_504_2,loyal_customer,tablet,direct,9,0,6221000,0,False
user_336,39,electronics,search,2024-01-24 18:00:00,sess_user_336_2,researcher,desktop,social,32,0,5187000,0,False
user_336,9,book,view,2024-01-24 18:01:16,sess_user_336_2,researcher,desktop,social,62,85,340000,0,False
user_336,7,book,add_to_cart,2024-01-24 18:02:36,sess_user_336_2,researcher,desktop,social,14,0,252000,1,False
user_336,16,book,review_read,2024-01-24 18:03:32,sess_user_336_2,researcher,desktop,social,171,86,290000,0,False
user_336,38,clothes,view,2024-01-24 18:07:45,sess_user_336_2,researcher,desktop,social,70,75,1751000,0,False
user_400,4,book,price_check,2024-01-24 21:11:00,sess_user_400_1,window_shopper,mobile,social,25,0,338000,0,False
user_400,26,book,view,2024-01-24 21:12:25,sess_user_400_1,window_shopper,mobile,social,49,58,254000,0,False
user_400,4,book,review_read,2024-01-24 21:14:36,sess_user_400_1,window_shopper,mobile,social,148,66,248000,0,False
user_400,4,book,add_to_cart,2024-01-24 21:17:21,sess_user_400_1,window_shopper,mobile,social,16,0,412000,1,False
user_400,6,book,search,2024-01-24 21:17:55,sess_user_400_1,window_shopper,mobile,social,30,0,405000,0,False
user_400,44,electronics,add_to_cart,2024-01-24 21:19:02,sess_user_400_1,window_shopper,mobile,social,19,0,10279000,1,False
user_400,4,book,click,2024-01-24 21:19:33,sess_user_400_1,window_shopper,mobile,social,5,0,278000,0,False
user_161,27,book,add_to_cart,2024-01-25 10:53:00,sess_user_161_1,researcher,desktop,paid_search,18,0,376000,1,False
user_161,14,book,price_check,2024-01-25 10:55:16,sess_user_161_1,researcher,desktop,paid_search,81,0,171000,0,False
user_161,13,book,review_read,2024-01-25 10:57:44,sess_user_161_1,researcher,desktop,paid_search,263,84,219000,0,False
user_161,52,electronics,view,2024-01-25 11:04:05,sess_user_161_1,researcher,desktop,paid_search,63,64,9018000,0,False
user_161,6,book,click,2024-01-25 11:05:31,sess_user_161_1,researcher,desktop,paid_search,6,0,368000,0,False
user_161,14,book,review_read,2024-01-25 11:05:51,sess_user_161_1,researcher,desktop,paid_search,236,98,224000,0,False
user_251,31,clothes,click,2024-01-25 14:23:00,sess_user_251_2,researcher,desktop,direct,18,0,1816000,0,False
user_251,27,book,search,2024-01-25 14:24:43,sess_user_251_2,researcher,desktop,direct,41,0,241000,0,False
user_251,14,book,add_to_cart,2024-01-25 14:26:01,sess_user_251_2,researcher,desktop,direct,18,0,180000,1,False
user_251,14,book,search,2024-01-25 14:27:04,sess_user_251_2,researcher,desktop,direct,21,0,221000,0,False
user_251,27,book,review_read,2024-01-25 14:28:26,sess_user_251_2,researcher,desktop,direct,159,90,229000,0,False
user_251,48,electronics,add_to_cart,2024-01-25 14:32:52,sess_user_251_2,researcher,desktop,direct,29,0,6083000,3,False
user_251,39,electronics,price_check,2024-01-25 14:35:10,sess_user_251_2,researcher,desktop,direct,39,0,9978000,0,False
user_251,27,book,review_read,2024-01-25 14:36:13,sess_user_251_2,researcher,desktop,direct,157,100,230000,0,False
user_249,17,book,review_read,2024-01-25 22:48:00,sess_user_249_2,price_sensitive,mobile,recommendation,128,76,450000,0,False
user_249,34,clothes,search,2024-01-25 22:51:33,sess_user_249_2,price_sensitive,mobile,recommendation,28,0,4235000,0,False
user_249,17,book,search,2024-01-25 22:52:21,sess_user_249_2,price_sensitive,mobile,recommendation,20,0,143000,0,False
user_249,39,electronics,price_check,2024-01-25 22:54:32,sess_user_249_2,price_sensitive,mobile,recommendation,24,0,8357000,0,False
user_249,33,clothes,price_check,2024-01-25 22:55:49,sess_user_249_2,price_sensitive,mobile,recommendation,24,0,2981000,0,False
user_249,8,book,click,2024-01-25 22:56:30,sess_user_249_2,price_sensitive,mobile,recommendation,11,0,356000,0,False
user_249,34,clothes,search,2024-01-25 22:58:23,sess_user_249_2,price_sensitive,mobile,recommendation,19,0,1502000,0,False
user_452,5,book,search,2024-01-26 09:04:00,sess_user_452_4,gift_buyer,desktop,email,6,0,143000,0,False
user_452,5,book,purchase,2024-01-26 09:05:24,sess_user_452_4,gift_buyer,desktop,email,169,0,313000,1,False
user_452,7,book,view,2024-01-26 09:09:15,sess_user_452_4,gift_buyer,desktop,email,67,54,343000,0,False
user_452,2,book,add_to_cart,2024-01-26 09:12:19,sess_user_452_4,gift_buyer,desktop,email,17,0,272000,1,False
user_452,7,book,add_to_cart,2024-01-26 09:14:03,sess_user_452_4,gift_buyer,desktop,email,6,0,227000,3,False
user_251,15,book,click,2024-01-26 14:23:00,sess_user_251_3,researcher,desktop,direct,2,0,333000,0,False
user_251,15,book,view,2024-01-26 14:24:26,sess_user_251_3,researcher,desktop,direct,51,65,336000,0,False
user_251,39,electronics,search,2024-01-26 14:25:43,sess_user_251_3,researcher,desktop,direct,25,0,12615000,0,False
user_251,39,electronics,click,2024-01-26 14:27:24,sess_user_251_3,researcher,desktop,direct,17,0,7300000,0,False
user_251,26,book,review_read,2024-01-26 14:28:48,sess_user_251_3,researcher,desktop,direct,288,83,450000,0,False
user_298,51,electronics,purchase,2024-01-26 21:17:00,sess_user_298_1,brand_loyal,tablet,direct,140,0,18000000,3,False
user_298,41,electronics,click,2024-01-26 21:20:39,sess_user_298_1,brand_loyal,tablet,direct,9,0,13684000,0,False
user_298,46,electronics,purchase,2024-01-26 21:22:24,sess_user_298_1,brand_loyal,tablet,direct,117,0,16461000,2,False
user_298,41,electronics,remove_from_cart,2024-01-26 21:25:44,sess_user_298_1,brand_loyal,tablet,direct,17,0,11018000,0,False
user_298,46,electronics,price_check,2024-01-26 21:26:17,sess_user_298_1,brand_loyal,tablet,direct,11,0,7550000,0,False
user_098,45,electronics,view,2024-01-27 10:03:00,sess_user_098_1,researcher,desktop,organic_search,76,87,8261000,0,False
user_098,27,book,search,2024-01-27 10:06:02,sess_user_098_1,researcher,desktop,organic_search,27,0,314000,0,False
user_098,45,electronics,search,2024-01-27 10:08:00,sess_user_098_1,researcher,desktop,organic_search,30,0,4550000,0,False
user_098,11,book,search,2024-01-27 10:09:53,sess_user_098_1,researcher,desktop,organic_search,18,0,366000,0,False
user_098,18,book,review_read,2024-01-27 10:11:02,sess_user_098_1,researcher,desktop,organic_search,223,86,164000,0,False
user_098,23,book,review_read,2024-01-27 10:15:28,sess_user_098_1,researcher,desktop,organic_search,156,68,255000,0,False
user_504,14,book,purchase,2024-01-27 17:19:00,sess_user_504_3,loyal_customer,tablet,direct,125,0,267000,1,False
user_504,52,electronics,price_check,2024-01-27 17:22:24,sess_user_504_3,loyal_customer,tablet,direct,18,0,13792000,0,False
user_504,31,clothes,click,2024-01-27 17:23:24,sess_user_504_3,loyal_customer,tablet,direct,3,0,3220000,0,False
user_504,18,book,view,2024-01-27 17:24:07,sess_user_504_3,loyal_customer,tablet,direct,93,46,238000,0,False
user_504,18,book,click,2024-01-27 17:26:58,sess_user_504_3,loyal_customer,tablet,direct,16,0,312000,0,False
user_504,27,book,add_to_cart,2024-01-27 17:29:01,sess_user_504_3,loyal_customer,tablet,direct,7,0,350000,1,False
user_504,28,book,click,2024-01-27 17:29:35,sess_user_504_3,loyal_customer,tablet,direct,4,0,152000,0,False
